gene_id,SRR21159093,SRR21159098
gene-TIMMDC1|TIMMDC1,1100,2081
gene-POGLUT1|POGLUT1,1860,481
gene-LOC123361853|LOC123361853,9,0
gene-BCL9|BCL9,647,5655
gene-ACP6|ACP6,344,124
gene-GJA5|GJA5,80,141
gene-LOC123353441|LOC123353441,24,24
gene-GPR89B|GPR89B,801,5153
gene-LOC123361872|LOC123361872,14,0
gene-LOC123361871|LOC123361871,25,30
gene-LOC123353517|LOC123353517,20,4
gene-PDZK1|PDZK1,1030,5
gene-POU1F1|POU1F1,3,91
gene-LOC123345619|LOC123345619,0,4
gene-LOC123361880|LOC123361880,0,37
gene-CHMP2B|CHMP2B,934,5149
gene-LOC123353636|LOC123353636,3,8
gene-LOC123355357|LOC123355357,0,0
gene-CADM2|CADM2,0,525
gene-LOC123361887|LOC123361887,0,0
gene-GBE1|GBE1,1741,1372
gene-ROBO1|ROBO1,2323,2491
gene-LIPI|LIPI,168,527
gene-RBM11|RBM11,66,392
gene-LOC123361926|LOC123361926,119,984
gene-HSPA13|HSPA13,162,3287
gene-SAMSN1|SAMSN1,184,98
gene-ROBO2|ROBO2,333,578
gene-LOC123361917|LOC123361917,0,0
gene-LOC123362278|LOC123362278,7,133
gene-NRIP1|NRIP1,1520,423
gene-USP25|USP25,1374,4143
gene-LOC123361935|LOC123361935,0,0
gene-CXADR|CXADR,952,4665
gene-LOC123361947|LOC123361947,0,0
gene-C1H21orf91|C1H21orf91,196,2181
gene-LOC123371882|LOC123371882,0,0
gene-LOC123354038|LOC123354038,106957,148
gene-LOC123361962|LOC123361962,22907,33
gene-LOC123361965|LOC123361965,7540,29
gene-LOC123354099|LOC123354099,45746,38
gene-LOC123361964|LOC123361964,58110,151
gene-LOC123354165|LOC123354165,77251,116
gene-LOC123361963|LOC123361963,21472,53
gene-LOC123354278|LOC123354278,96,33
gene-LOC123352618|LOC123352618,4,0
gene-LOC123352629|LOC123352629,0,0
gene-MRPL39|MRPL39,476,1172
gene-JAM2|JAM2,139,576
gene-ATP5PF|ATP5PF,1342,944
gene-GABPA|GABPA,2202,4026
gene-CYYR1|CYYR1,21,162
gene-ADAMTS1|ADAMTS1,272,378
gene-ADAMTS5|ADAMTS5,25,187
gene-LOC123361996|LOC123361996,1239,2739
gene-N6AMT1|N6AMT1,433,404
gene-LTN1|LTN1,2020,2458
gene-RWDD2B|RWDD2B,121,438
gene-USP16|USP16,534,3035
gene-MAP3K7CL|MAP3K7CL,60,57
gene-LOC123362025|LOC123362025,0,0
gene-CCT8|CCT8,1420,4916
gene-BACH1|BACH1,1363,1243
gene-TIAM1|TIAM1,126,7859
gene-LOC123362033|LOC123362033,0,0
gene-HUNK|HUNK,11,32
gene-MIS18A|MIS18A,63,1029
gene-LOC123362049|LOC123362049,132,0
gene-LOC123362037|LOC123362037,0,0
gene-SOD1|SOD1,3132,10015
gene-SCAF4|SCAF4,1555,3562
gene-EVA1C|EVA1C,15,134
gene-LOC123362052|LOC123362052,0,428
gene-URB1|URB1,538,2467
gene-LOC123362054|LOC123362054,219,3462
gene-LOC123362055|LOC123362055,24,0
gene-SYNJ1|SYNJ1,1121,4656
gene-C1H21orf62|C1H21orf62,40,24
gene-OLIG1|OLIG1,3,2131
gene-PAXBP1|PAXBP1,762,5675
gene-IFNAR2|IFNAR2,1052,215
gene-IL10RB|IL10RB,366,1688
gene-IFNAR1|IFNAR1,831,174
gene-IFNGR2|IFNGR2,856,1405
gene-TMEM50B|TMEM50B,285,82
gene-LOC123362069|LOC123362069,0,0
gene-DNAJC28|DNAJC28,110,3329
gene-LOC123354594|LOC123354594,2,2
gene-LOC123362071|LOC123362071,216,78
gene-DONSON|DONSON,18,3876
gene-CRYZL1|CRYZL1,231,1327
gene-GART|GART,389,2874
gene-LOC123362077|LOC123362077,0,0
gene-SON|SON,8850,8086
gene-ITSN1|ITSN1,1870,2661
gene-LOC123354681|LOC123354681,112,4
gene-LOC123354737|LOC123354737,0,0
gene-LOC123369691|LOC123369691,0,15
gene-ATP5PO|ATP5PO,1375,2071
gene-LOC123362091|LOC123362091,35,8
gene-SLC5A3|SLC5A3,2122,212
gene-MRPS6|MRPS6,2417,212
gene-LOC123365132|LOC123365132,0,85
gene-KCNE1|KCNE1,9,31
gene-KCNE2|KCNE2,6,89
gene-SMIM11|SMIM11,403,130
gene-RCAN1|RCAN1,355,2203
gene-CLIC6|CLIC6,379,275
gene-RUNX1|RUNX1,306,260
gene-LOC123369507|LOC123369507,7,2
gene-SETD4|SETD4,86,116
gene-LOC123362111|LOC123362111,152,2614
gene-LOC123354834|LOC123354834,1,0
gene-DOP1B|DOP1B,173,7530
gene-LOC123362114|LOC123362114,2,417
gene-MORC3|MORC3,1190,3228
gene-CHAF1B|CHAF1B,516,2735
gene-SIM2|SIM2,0,440
gene-RIPPLY3|RIPPLY3,269,73
gene-HLCS|HLCS,1373,4801
gene-LOC123362129|LOC123362129,0,18
gene-LOC123362130|LOC123362130,0,9
gene-VPS26C|VPS26C,326,3202
gene-TTC3|TTC3,2460,2440
gene-LOC123362123|LOC123362123,3,0
gene-LOC123362122|LOC123362122,833,257
gene-LOC123362124|LOC123362124,3,0
gene-DYRK1A|DYRK1A,1182,1964
gene-ERG|ERG,500,986
gene-LOC123362141|LOC123362141,0,0
gene-ETS2|ETS2,773,8388
gene-PSMG1|PSMG1,770,1602
gene-LOC123362148|LOC123362148,0,0
gene-BRWD1|BRWD1,1610,4193
gene-LOC123362152|LOC123362152,188,123
gene-LCA5L|LCA5L,16,14
gene-HMGN1|HMGN1,1152,1260
gene-GET1|GET1,576,3372
gene-B3GALT5|B3GALT5,247,7
gene-IGSF5|IGSF5,1004,0
gene-LOC123362155|LOC123362155,42,11
gene-BACE2|BACE2,334,3621
gene-LOC123362163|LOC123362163,8,0
gene-DSCAM|DSCAM,25,377
gene-LOC123362159|LOC123362159,0,0
gene-LOC123362158|LOC123362158,0,0
gene-FAM3B|FAM3B,543,1914
gene-LOC123362164|LOC123362164,404,216
gene-TMPRSS2|TMPRSS2,40,3200
gene-LOC123362167|LOC123362167,262,55
gene-LOC123362168|LOC123362168,124,65
gene-RIPK4|RIPK4,241,1237
gene-LOC123361711|LOC123361711,0,0
gene-LOC123355080|LOC123355080,0,0
gene-LOC123362662|LOC123362662,167,309
gene-PRDM15|PRDM15,464,2165
gene-C2CD2|C2CD2,1579,405
gene-ZBTB21|ZBTB21,359,463
gene-LOC123362183|LOC123362183,38,24
gene-LOC123355275|LOC123355275,0,4
gene-UMODL1|UMODL1,132,24
gene-LOC123362190|LOC123362190,0,21
gene-ABCG1|ABCG1,83,1112
gene-UBASH3A|UBASH3A,154,8
gene-SLC37A1|SLC37A1,91,117
gene-PDE9A|PDE9A,15,18
gene-NDUFV3|NDUFV3,1104,1400
gene-WDR4|WDR4,268,2119
gene-LOC123363018|LOC123363018,0,49
gene-PKNOX1|PKNOX1,560,384
gene-LOC123362201|LOC123362201,0,0
gene-LOC123362200|LOC123362200,4990,7157
gene-LOC123356771|LOC123356771,3,10
gene-U2AF1|U2AF1,2312,2131
gene-SIK1|SIK1,1069,5020
gene-LOC123362208|LOC123362208,45,344
gene-RRP1B|RRP1B,531,893
gene-PDXK|PDXK,5729,772
gene-TRNAK-UUU-2|TRNAK-UUU,0,0
gene-AGPAT3|AGPAT3,897,60
gene-PWP2|PWP2,267,2338
gene-TRAPPC10|TRAPPC10,1463,6751
gene-LOC123365090|LOC123365090,25,2157
gene-ICOSLG|ICOSLG,25,20
gene-GATD3|GATD3,4242,3284
gene-LOC123358523|LOC123358523,5,0
gene-DIPK2B|DIPK2B,196,0
gene-KDM6A|KDM6A,1275,1182
gene-LOC123362237|LOC123362237,0,116
gene-FUNDC1|FUNDC1,687,515
gene-EFHC2|EFHC2,13,2185
gene-LOC123362240|LOC123362240,0,0
gene-LOC123362239|LOC123362239,1126,376
gene-LOC123352450|LOC123352450,8,0
gene-LOC123362245|LOC123362245,25,0
gene-MAOA|MAOA,2672,4907
gene-CASK|CASK,9638,2200
gene-GPR82|GPR82,3,0
gene-GPR34|GPR34,735,25
gene-DDX3X|DDX3X,4011,47032
gene-RPL8|RPL8,20835,3152
gene-USP9X|USP9X,2392,9732
gene-MED14|MED14,1627,5214
gene-LOC123378165|LOC123378165,39,3
gene-LOC123373016|LOC123373016,4,108
gene-C1HXorf38|C1HXorf38,235,601
gene-LOC123362267|LOC123362267,7,33
gene-ATP6AP2|ATP6AP2,1411,5484
gene-LOC123362270|LOC123362270,0,0
gene-LOC123362268|LOC123362268,0,0
gene-LOC123362280|LOC123362280,0,0
gene-LOC123362286|LOC123362286,0,0
gene-LOC123362284|LOC123362284,21,6
gene-BCOR|BCOR,784,2236
gene-LOC123362281|LOC123362281,0,0
gene-LOC123364977|LOC123364977,0,0
gene-LOC123362283|LOC123362283,4,0
gene-MID1IP1|MID1IP1,67,19
gene-TSPAN7|TSPAN7,179,1240
gene-SRPX|SRPX,59,765
gene-RPGR|RPGR,173,1416
gene-SYTL5|SYTL5,16,278
gene-OTC|OTC,6750,13
gene-LOC123362293|LOC123362293,8,83
gene-DYNLT3|DYNLT3,1048,407
gene-LOC123343273|LOC123343273,375,211
gene-XK|XK,27,25
gene-LOC123361877|LOC123361877,4,4
gene-LANCL3|LANCL3,9,52
gene-PRRG1|PRRG1,1024,4271
gene-TMEM47|TMEM47,384,567
gene-TAB3|TAB3,1119,4353
gene-LOC123362613|LOC123362613,203,9
gene-TASL|TASL,28,0
gene-NR0B1|NR0B1,217,130
gene-DMD|DMD,2391,7895
gene-LOC123362491|LOC123362491,0,0
gene-LOC123362455|LOC123362455,0,0
gene-GK|GK,6593,4163
gene-PCYT1B|PCYT1B,6,74
gene-LOC123348936|LOC123348936,245,228
gene-PDK3|PDK3,155,2093
gene-LOC123366437|LOC123366437,18,20
gene-POLA1|POLA1,163,2735
gene-LOC123362346|LOC123362346,0,3
gene-ZFX|ZFX,647,2399
gene-EIF2S3|EIF2S3,4858,4955
gene-KLHL15|KLHL15,748,745
gene-C1HXorf58|C1HXorf58,160,82
gene-APOO|APOO,163,1305
gene-SAT1|SAT1,1699,893
gene-ACOT9|ACOT9,661,92
gene-PTCHD1|PTCHD1,9,27
gene-PRDX4|PRDX4,3678,205
gene-LOC123361717|LOC123361717,0,0
gene-PHEX|PHEX,112,14
gene-LOC123367300|LOC123367300,0,10
gene-SMS|SMS,408,857
gene-MBTPS2|MBTPS2,197,335
gene-SMPX|SMPX,0,19
gene-LOC123368445|LOC123368445,9,8
gene-RPS6KA3|RPS6KA3,1443,6821
gene-EIF1AX|EIF1AX,1597,4268
gene-MAP7D2|MAP7D2,555,3366
gene-BCLAF3|BCLAF3,673,2246
gene-SH3KBP1|SH3KBP1,616,329
gene-LOC123348215|LOC123348215,0,0
gene-MAP3K15|MAP3K15,1453,1158
gene-PDHA1|PDHA1,5356,4852
gene-ADGRG2|ADGRG2,169,17
gene-RS1|RS1,0,0
gene-PPEF1|PPEF1,258,268
gene-PHKA2|PHKA2,3852,2959
gene-CDKL5|CDKL5,493,1241
gene-RAI2|RAI2,30,4345
gene-SCML2|SCML2,40,335
gene-LOC123371343|LOC123371343,0,0
gene-LOC123371254|LOC123371254,0,8
gene-BEND2|BEND2,835,3980
gene-LOC123372522|LOC123372522,164,4
gene-NHS|NHS,152,515
gene-RBBP7|RBBP7,511,1296
gene-REPS2|REPS2,1059,1893
gene-TXLNG|TXLNG,517,891
gene-SYAP1|SYAP1,794,3167
gene-CTPS2|CTPS2,543,515
gene-LOC123374692|LOC123374692,11,16
gene-CLTRN|CLTRN,39,238
gene-BMX|BMX,10,134
gene-AP1S2|AP1S2,1734,293
gene-ZRSR2|ZRSR2,403,946
gene-VEGFD|VEGFD,18,251
gene-PIR|PIR,217,0
gene-PIGA|PIGA,123,956
gene-ASB11|ASB11,19,92
gene-FANCB|FANCB,130,2679
gene-MOSPD2|MOSPD2,459,1029
gene-GLRA2|GLRA2,0,524
gene-GEMIN8|GEMIN8,237,1478
gene-GPM6B|GPM6B,294,2282
gene-OFD1|OFD1,1083,5108
gene-TRAPPC2|TRAPPC2,234,1262
gene-RAB9A|RAB9A,571,2365
gene-TCEANC|TCEANC,49,203
gene-EGFL6|EGFL6,47,35
gene-LOC123344615|LOC123344615,0,0
gene-LOC123344494|LOC123344494,29,0
gene-LOC123344436|LOC123344436,83,6
gene-LOC123356193|LOC123356193,61,0
gene-TMSB4X|TMSB4X,4166,5400
gene-TLR8|TLR8,105,28
gene-PRPS2|PRPS2,2209,447
gene-LOC123345428|LOC123345428,0,0
gene-FRMPD4|FRMPD4,156,850
gene-MSL3|MSL3,724,4149
gene-LOC123348023|LOC123348023,696,820
gene-LOC123348472|LOC123348472,0,3
gene-LOC123348594|LOC123348594,0,46
gene-ARHGAP6|ARHGAP6,267,354
gene-LOC123348561|LOC123348561,0,0
gene-LOC123354483|LOC123354483,58,0
gene-CLCN4|CLCN4,11,47
gene-MID1|MID1,348,2020
gene-LOC123347042|LOC123347042,17,16
gene-LOC123351790|LOC123351790,0,0
gene-WWC3|WWC3,646,496
gene-SHROOM2|SHROOM2,390,324
gene-TBL1X|TBL1X,324,282
gene-LOC123367147|LOC123367147,37,0
gene-PNPLA4|PNPLA4,110,499
gene-LOC123375416|LOC123375416,11,0
gene-STS|STS,393,58
gene-LOC123356934|LOC123356934,470,80
gene-MXRA5|MXRA5,3,100
gene-TRNAK-UUU-3|TRNAK-UUU,0,0
gene-PRKX|PRKX,186,151
gene-LOC123366009|LOC123366009,0,74
gene-LOC123362890|LOC123362890,209,513
gene-LOC123362785|LOC123362785,841,138
gene-GYG2|GYG2,702,11103
gene-LOC123357088|LOC123357088,14,0
gene-LOC123363271|LOC123363271,1578,358
gene-ZBED1|ZBED1,75,75
gene-DHRSX|DHRSX,70,109
gene-AKAP17A|AKAP17A,533,4905
gene-LOC123363473|LOC123363473,24,0
gene-LOC123355276|LOC123355276,79,3
gene-ASMTL|ASMTL,1535,4198
gene-SLC25A6|SLC25A6,4581,6171
gene-CRLF2|CRLF2,34,0
gene-LOC123363526|LOC123363526,303,17
gene-LOC123363523|LOC123363523,145,21
gene-LOC123363516|LOC123363516,624,43
gene-LOC123356087|LOC123356087,0,0
gene-LOC123356096|LOC123356096,0,0
gene-PPP2R3B|PPP2R3B,230,14392
gene-LOC123363564|LOC123363564,887,439
gene-PLCXD1|PLCXD1,9,9
gene-GTPBP6|GTPBP6,485,2382
gene-LOC123378848|LOC123378848,282,11
gene-LOC123363586|LOC123363586,380,1239
gene-RP2|RP2,259,2535
gene-JADE3|JADE3,716,1423
gene-CHST7|CHST7,71,684
gene-SLC9A7|SLC9A7,223,4375
gene-TUBGCP5|TUBGCP5,379,2734
gene-LOC123363686|LOC123363686,0,5
gene-NIPA2|NIPA2,300,1463
gene-NIPA1|NIPA1,28,213
gene-CYFIP1|CYFIP1,1214,2484
gene-LOC123363679|LOC123363679,3,0
gene-OCA2|OCA2,10,147
gene-LOC123363728|LOC123363728,0,0
gene-LOC123363711|LOC123363711,0,7
gene-HERC2|HERC2,5149,8314
gene-GABRG3|GABRG3,0,13
gene-LOC123363738|LOC123363738,11,2
gene-ATP10A|ATP10A,33,327
gene-LOC123378172|LOC123378172,7663,518
gene-UBE3A|UBE3A,1398,2720
gene-VWA3B|VWA3B,0,732
gene-LOC123363826|LOC123363826,0,0
gene-LOC123363838|LOC123363838,459,66
gene-TMEM131|TMEM131,1758,7820
gene-UNC50|UNC50,99,330
gene-LOC123363909|LOC123363909,132,939
gene-INPP4A|INPP4A,949,653
gene-C1H2orf15|C1H2orf15,4,10
gene-CRACDL|CRACDL,88,500
gene-LIPT1|LIPT1,81,1086
gene-MGAT4A|MGAT4A,381,577
gene-TSGA10|TSGA10,31,1180
gene-LOC123363999|LOC123363999,30,756
gene-MITD1|MITD1,151,647
gene-MRPL30|MRPL30,825,3083
gene-LOC123357396|LOC123357396,0,0
gene-LOC123363983|LOC123363983,680,8
gene-TXNDC9|TXNDC9,1806,2034
gene-EIF5B|EIF5B,2071,10681
gene-REV1|REV1,698,1672
gene-LOC123364109|LOC123364109,2,3256
gene-CHST10|CHST10,127,785
gene-LONRF2|LONRF2,333,1815
gene-AFF3|AFF3,30,391
gene-LOC123364062|LOC123364062,0,0
gene-PDCL3|PDCL3,769,388
gene-LOC123364140|LOC123364140,0,0
gene-NPAS2|NPAS2,28,35
gene-TBC1D8|TBC1D8,971,875
gene-RPL31|RPL31,17309,1536
gene-CREG2|CREG2,0,0
gene-RFX8|RFX8,6,0
gene-LOC123364220|LOC123364220,0,0
gene-CNOT11|CNOT11,807,4773
gene-RNF149|RNF149,3198,1718
gene-LOC123362298|LOC123362298,36,0
gene-LOC123364232|LOC123364232,15,11
gene-LOC123349795|LOC123349795,0,0
gene-IL1R2|IL1R2,70,30
gene-MAP4K4|MAP4K4,919,3319
gene-LOC123366313|LOC123366313,35,490
gene-LOC123344252|LOC123344252,19,2002
gene-LOC123367631|LOC123367631,14,50
gene-IL18R1|IL18R1,35,42
gene-LOC123355491|LOC123355491,48,23
gene-SLC9A4|SLC9A4,1,0
gene-SLC9A2|SLC9A2,23,57
gene-LOC123362044|LOC123362044,19,0
gene-LOC123364283|LOC123364283,6411,637
gene-TMEM182|TMEM182,93,5
gene-MFSD9|MFSD9,2164,156
gene-LOC123361730|LOC123361730,9,0
gene-GPR45|GPR45,4,0
gene-MRPS9|MRPS9,549,2171
gene-TGFBRAP1|TGFBRAP1,280,6972
gene-C1H2orf49|C1H2orf49,405,1017
gene-FHL2|FHL2,64,59
gene-LOC123365293|LOC123365293,0,45
gene-ECRG4|ECRG4,4,18
gene-NCK2|NCK2,362,2909
gene-UXS1|UXS1,513,1491
gene-LOC123364566|LOC123364566,0,24
gene-ST6GAL2|ST6GAL2,31,93
gene-GCC2|GCC2,1012,2774
gene-CCDC138|CCDC138,151,1676
gene-LIMS1|LIMS1,666,136
gene-LOC123364639|LOC123364639,39,12
gene-LOC123364640|LOC123364640,3493,12893
gene-SH3RF3|SH3RF3,71,62
gene-SEPTIN10|SEPTIN10,1500,2998
gene-SOWAHC|SOWAHC,677,153
gene-LOC123346416|LOC123346416,121,14
gene-CHAMP1|CHAMP1,1667,3576
gene-UPF3A|UPF3A,352,144
gene-CFAP97D2|CFAP97D2,14,27
gene-CDC16|CDC16,170,1813
gene-GAS6|GAS6,117,1919
gene-LOC123364815|LOC123364815,0,0
gene-RASA3|RASA3,719,127
gene-TFDP1|TFDP1,396,145
gene-LOC123364881|LOC123364881,0,0
gene-DCUN1D2|DCUN1D2,70,901
gene-LOC123364904|LOC123364904,60,12
gene-ADPRHL1|ADPRHL1,0,25
gene-TMCO3|TMCO3,89,492
gene-GRTP1|GRTP1,225,1347
gene-LOC123364930|LOC123364930,20,0
gene-CUL4A|CUL4A,1133,1234
gene-LAMP1|LAMP1,13844,15287
gene-PCID2|PCID2,906,5215
gene-PROZ|PROZ,1686,138
gene-LOC123361908|LOC123361908,12,122
gene-ATP11A|ATP11A,74,111
gene-LOC123364963|LOC123364963,0,0
gene-MCF2L|MCF2L,991,7050
gene-LOC123350595|LOC123350595,0,5
gene-TUBGCP3|TUBGCP3,867,714
gene-F10|F10,16249,11
gene-F7|F7,14843,0
gene-ARHGEF7|ARHGEF7,776,621
gene-ANKRD10|ANKRD10,720,258
gene-ING1|ING1,258,95
gene-CARS2|CARS2,866,1300
gene-NAXD|NAXD,1029,3203
gene-RAB20|RAB20,729,3896
gene-LOC123349055|LOC123349055,3,221
gene-COL4A2|COL4A2,242,529
gene-COL4A1|COL4A1,283,220
gene-IRS2|IRS2,2402,306
gene-LOC123378176|LOC123378176,6,0
gene-MYO16|MYO16,18,130
gene-TNFSF13B|TNFSF13B,72,545
gene-LIG4|LIG4,442,938
gene-ABHD13|ABHD13,262,566
gene-EFNB2|EFNB2,224,449
gene-LOC123358439|LOC123358439,0,0
gene-ARGLU1|ARGLU1,2501,498
gene-POGLUT2|POGLUT2,13,923
gene-TEX30|TEX30,115,1639
gene-LOC123358585|LOC123358585,1978,8270
gene-TPP2|TPP2,859,2530
gene-LOC123365795|LOC123365795,0,0
gene-LOC123365797|LOC123365797,0,0
gene-NALCN|NALCN,7,273
gene-FGF14|FGF14,0,35
gene-ITGBL1|ITGBL1,0,123
gene-CLYBL|CLYBL,442,231
gene-TMTC4|TMTC4,588,533
gene-GGACT|GGACT,257,169
gene-PCCA|PCCA,261,357
gene-LOC123362222|LOC123362222,23,0
gene-TM9SF2|TM9SF2,2358,3803
gene-UBAC2|UBAC2,197,185
gene-LOC123366048|LOC123366048,2,25
gene-LOC123366026|LOC123366026,319,21
gene-GPR18|GPR18,19,0
gene-LOC123366096|LOC123366096,31,6
gene-SLC15A1|SLC15A1,111,9
gene-LOC123366081|LOC123366081,0,501
gene-LOC123366075|LOC123366075,0,0
gene-DOCK9|DOCK9,296,959
gene-STK24|STK24,423,807
gene-RAP2A|RAP2A,441,6291
gene-FARP1|FARP1,1529,1184
gene-IPO5|IPO5,754,13171
gene-LOC123358716|LOC123358716,14,28
gene-MBNL2|MBNL2,740,561
gene-LOC123366261|LOC123366261,0,0
gene-LOC123349764|LOC123349764,0,0
gene-UGGT2|UGGT2,241,1177
gene-LOC123366345|LOC123366345,0,0
gene-LOC123366343|LOC123366343,0,0
gene-DNAJC3|DNAJC3,661,3703
gene-DZIP1|DZIP1,32,288
gene-GPR180|GPR180,132,776
gene-TGDS|TGDS,153,1172
gene-ABCC4|ABCC4,172,189
gene-GPC6|GPC6,12,33
gene-LOC123366536|LOC123366536,0,3
gene-LOC123366534|LOC123366534,21,5
gene-SLITRK5|SLITRK5,7,16
gene-LOC123344959|LOC123344959,0,0
gene-LOC123347180|LOC123347180,0,0
gene-LOC123356626|LOC123356626,174,22
gene-LOC123359416|LOC123359416,47,43
gene-LOC123366980|LOC123366980,0,0
gene-LOC123366962|LOC123366962,5,8
gene-SPRY2|SPRY2,283,2786
gene-NDFIP2|NDFIP2,1801,2048
gene-RBM26|RBM26,1107,620
gene-OBI1|OBI1,188,6380
gene-EDNRB|EDNRB,604,60
gene-SCEL|SCEL,49,159
gene-FBXL3|FBXL3,272,3707
gene-CLN5|CLN5,273,174
gene-ACOD1|ACOD1,101,60
gene-LOC123367235|LOC123367235,301,2415
gene-KCTD12|KCTD12,268,280
gene-MYCBP2|MYCBP2,2232,6254
gene-LOC123367212|LOC123367212,0,0
gene-UCHL3|UCHL3,117,2393
gene-LMO7|LMO7,1111,7433
gene-COMMD6|COMMD6,324,1039
gene-TBC1D4|TBC1D4,798,3876
gene-KLF5|KLF5,20,4241
gene-KLF12|KLF12,1449,325
gene-LOC123367330|LOC123367330,0,0
gene-BORA|BORA,51,3497
gene-MZT1|MZT1,111,101
gene-LOC123369861|LOC123369861,0,0
gene-PIBF1|PIBF1,152,312
gene-LOC123367392|LOC123367392,8,0
gene-LOC123367396|LOC123367396,4,0
gene-DIS3|DIS3,585,4503
gene-DACH1|DACH1,31,41
gene-KLHL1|KLHL1,4,7
gene-LOC123367498|LOC123367498,69,0
gene-LOC123360847|LOC123360847,2,0
gene-PCDH9|PCDH9,13,316
gene-LOC123367556|LOC123367556,0,0
gene-TDRD3|TDRD3,434,1455
gene-DIAPH3|DIAPH3,11,2425
gene-LOC123367879|LOC123367879,0,0
gene-PCDH17|PCDH17,103,1598
gene-LOC123362136|LOC123362136,0,0
gene-OLFM4|OLFM4,49,489
gene-SUGT1|SUGT1,615,1827
gene-MTRF1|MTRF1,335,1370
gene-ELF1|ELF1,767,601
gene-WBP4|WBP4,426,631
gene-RGCC|RGCC,77,837
gene-NAA16|NAA16,573,153
gene-LOC123352410|LOC123352410,20,29
gene-DGKH|DGKH,11,201
gene-VWA8|VWA8,596,1740
gene-TNFSF11|TNFSF11,28,918
gene-AKAP11|AKAP11,1249,1279
gene-EPSTI1|EPSTI1,386,11506
gene-DNAJC15|DNAJC15,124,225
gene-CCDC122|CCDC122,0,5
gene-LACC1|LACC1,72,45
gene-SERP2|SERP2,0,100
gene-ENOX1|ENOX1,0,155
gene-TSC22D1|TSC22D1,947,8775
gene-GPALPP1|GPALPP1,547,1550
gene-NUFIP1|NUFIP1,160,5937
gene-GTF2F2|GTF2F2,585,1538
gene-KCTD4|KCTD4,0,0
gene-LOC123378182|LOC123378182,0,0
gene-SLC25A30|SLC25A30,1102,12278
gene-COG3|COG3,851,2532
gene-TPT1|TPT1,27853,7590
gene-LOC123362336|LOC123362336,2,0
gene-ZC3H13|ZC3H13,3231,8403
gene-LRRC63|LRRC63,6,35
gene-LOC123368603|LOC123368603,0,2908
gene-RUBCNL|RUBCNL,371,2360
gene-LCP1|LCP1,1945,874
gene-CPB2|CPB2,10508,17
gene-LRCH1|LRCH1,469,443
gene-ESD|ESD,902,1066
gene-HTR2A|HTR2A,251,10
gene-NUDT15|NUDT15,39,241
gene-LOC123368713|LOC123368713,39,10
gene-MED4|MED4,113,229
gene-SUCLA2|SUCLA2,1352,2811
gene-ITM2B|ITM2B,8803,1272
gene-RB1|RB1,420,410
gene-LPAR6|LPAR6,214,68
gene-LOC123368818|LOC123368818,30,0
gene-CYSLTR2|CYSLTR2,17,12
gene-RCBTB2|RCBTB2,562,380
gene-FNDC3A|FNDC3A,1041,1401
gene-CDADC1|CDADC1,604,1603
gene-CAB39L|CAB39L,715,6605
gene-LOC123361664|LOC123361664,593,3280
gene-ARL11|ARL11,8,0
gene-RCBTB1|RCBTB1,323,1732
gene-LOC123350575|LOC123350575,0,0
gene-RNASEH2B|RNASEH2B,361,514
gene-FAM124A|FAM124A,20,449
gene-KPNA3|KPNA3,1503,1061
gene-TRIM13|TRIM13,48,1838
gene-KCNRG|KCNRG,153,1199
gene-LOC123368982|LOC123368982,124,19
gene-EBPL|EBPL,251,300
gene-SPRYD7|SPRYD7,575,1441
gene-SERPINE3|SERPINE3,0,6
gene-INTS6|INTS6,584,4062
gene-DHRS12|DHRS12,287,1012
gene-WDFY2|WDFY2,1680,3527
gene-NEK5|NEK5,38,557
gene-ALG11|ALG11,136,1947
gene-NEK3|NEK3,101,765
gene-ATP7B|ATP7B,1657,1356
gene-LOC123362294|LOC123362294,0,0
gene-LOC123349588|LOC123349588,24,0
gene-THSD1|THSD1,135,213
gene-LOC123369326|LOC123369326,0,0
gene-CKAP2|CKAP2,57,26
gene-VPS36|VPS36,612,1353
gene-LOC123369345|LOC123369345,294,20876
gene-SLC25A15|SLC25A15,2049,451
gene-MRPS31|MRPS31,1633,3435
gene-FOXO1|FOXO1,625,159
gene-COG6|COG6,388,1785
gene-LOC123369406|LOC123369406,0,0
gene-LHFPL6|LHFPL6,51,131
gene-NHLRC3|NHLRC3,660,216
gene-PROSER1|PROSER1,1103,4178
gene-LOC123352543|LOC123352543,5,9
gene-FREM2|FREM2,102,1084
gene-LOC123361677|LOC123361677,20,114
gene-UFM1|UFM1,457,612
gene-LOC123369512|LOC123369512,0,0
gene-TRPC4|TRPC4,0,536
gene-POSTN|POSTN,1816,220
gene-STOML3|STOML3,37,3
gene-LOC123369456|LOC123369456,22875,91
gene-LOC123361682|LOC123361682,293,1527
gene-SERTM1|SERTM1,6,458
gene-CCNA1|CCNA1,25,13648
gene-SUPT20H|SUPT20H,1727,1537
gene-EXOSC8|EXOSC8,334,1267
gene-ALG5|ALG5,1254,1817
gene-SPART|SPART,1176,16331
gene-LOC123369790|LOC123369790,165,76
gene-DCLK1|DCLK1,4,611
gene-LOC123369852|LOC123369852,0,0
gene-LOC123369858|LOC123369858,0,0
gene-NBEA|NBEA,126,3150
gene-MAB21L1|MAB21L1,0,27
gene-LOC123369902|LOC123369902,0,0
gene-KL|KL,1023,61
gene-LOC123370057|LOC123370057,16,0
gene-LOC123369938|LOC123369938,367,533
